model,scenario,environmental_score,environmental_score_2050,Region
AIM/CGE 2.2,EN_NPi2020_300f,0.2919280425784378,0.04543921165345589,Countries of Latin America and the Caribbean
AIM/CGE 2.2,EN_NPi2020_400f,0.3205750662118954,0.09489991828545033,Countries of Latin America and the Caribbean
AIM/CGE 2.2,EN_NPi2020_500f,0.3412114418241655,0.1423064870949104,Countries of Latin America and the Caribbean
AIM/CGE 2.2,EN_NPi2020_600,0.2780534591692007,0.0,Countries of Latin America and the Caribbean
AIM/CGE 2.2,EN_NPi2020_600f,0.3443094686706949,0.19495178121685852,Countries of Latin America and the Caribbean
GCAM 5.3,NGFS2_Divergent Net Zero Policies,0.9197417994594472,0.8554839540687065,Countries of Latin America and the Caribbean
GCAM 5.3,NGFS2_Net-Zero 2050,0.8898252536024259,0.8504720594849526,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_D,1.5992287345857075,1.7638811325776111,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.5874238919067108,0.759282275365492,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LI,0.26588776177252943,0.11540811267509712,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LIRE,1.2652606362364893,1.114869766403334,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.2622458939533424,0.11412083681228936,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_RE,0.5822072617356554,0.7383621064944984,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.5860064255476384,0.7583666844833249,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.5270192442321143,0.8167645110953994,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.628545356707291,0.41839686203291343,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.5269615171038065,0.8166943315410202,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_D,1.5382986344157383,1.8173317753904645,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_LI,0.6342414692158979,0.4222602410947518,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_LIRE,1.6399336647729996,1.422592997548141,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_RE,1.5325454605786812,1.8117104369500754,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,1.6039028097612449,1.8691363217689725,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,1.606079249134504,1.8869313988359577,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,1.600522065346885,1.8403308314261224,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,1.601628341517658,1.8717826493050271,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,1.601966392805172,1.8894006891104953,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,1.6059341936955676,1.8854746101009763,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,1.5869474577115734,1.7076382590852521,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,1.584277440783365,1.7132028303432147,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,1.5841827675349296,1.7148296629933673,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,1.592628548283799,1.7100673084242812,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,1.5849584498847993,1.7148296629933673,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,1.5924482522843546,1.7089109012299528,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,1.585001549225359,1.7179865703308377,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,1.5932566986362142,1.7064618271568224,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.5864174818962858,0.7066670151239559,Countries of Latin America and the Caribbean
