model,scenario,final_energy_demand,energy_diversity,gini_coefficient,electricity_price,resilience_score,Region
IMAGE 3.2,SSP1_SPA1_19I_D,0.05456500914126642,0.1432261370886686,0.0,0.4514003565677141,0.6491915027976491,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.023533956950594393,0.1787235824852969,0.0,0.7060700286248357,0.908327568060727,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LI,0.0,0.1314296781659429,0.0,0.47354371454513,0.6049733927110729,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.1780558998746799,0.050008246792323637,0.0,0.5205401234590356,0.7486042701260391,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.1483003424315315,0.2723094363356874,0.0,0.6047211868039015,1.0253309655711205,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_RE,0.059358197140694596,0.24087971379718423,0.0,0.7012491454716807,1.0014870564095595,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.026278680504018898,0.3427398506943489,0.0,0.8021396385410908,1.1711581697394586,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.21921775176766467,0.0,1.0,0.5074495775566688,1.7266673293243333,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.15058621482981482,0.23030863246279934,1.0,0.590325833385998,1.9712206806786121,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.21726047674091736,0.25273767992700136,1.0,0.5928973725676134,2.062895529235532,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_D,0.24437918550368604,0.016997290888259162,1.0,0.5095969672138426,1.7709734436057878,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_LI,0.1829097476406521,0.013158445820192807,1.0,0.5755289536100959,1.771597147070941,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.2655546598720549,0.11356483124906308,1.0,0.5745014390851363,1.9536209302062542,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_RE,0.2406060044386658,0.2101498163690812,1.0,0.6578662098407682,2.1086220306485153,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.1934040119685498,0.8417504528932489,1.0,0.7068660736801203,2.742020538541919,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.20078523448044752,0.7759705563979729,1.0,0.7198573499790408,2.696613140857461,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.2052205605865977,0.7414839548358136,1.0,0.7638460676378176,2.710550583060229,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.2071587960243727,0.8005323165966315,1.0,0.6881403171822884,2.6958314298032926,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.21337760171584783,0.7144508990476774,1.0,0.6730681355884093,2.6008966363519344,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.2067488452828582,0.7434604392617258,1.0,0.7551282480091711,2.705337532553755,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.18806446783817896,0.9751194303042431,1.0,0.7869637403982379,2.9501476385406598,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.19530157331077933,0.9276175995554298,1.0,0.7535574626496225,2.8764766355158313,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.2061385632993013,0.8553561334356907,1.0,0.7129954745838588,2.774490171318851,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.2077103728669101,0.8009042827963715,1.0,0.8628843262222775,2.871498981885559,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.21166091542201748,0.8229734365851924,1.0,0.6898491478349659,2.7244834998421754,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.21696036533011143,0.770593851119981,1.0,0.9342953302157752,2.9218495466658676,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.21517548785282173,0.807681491520194,1.0,0.6721662423972096,2.6950232217702252,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.22486609151911072,0.6290756617940341,1.0,0.7571828911068617,2.6111246444200065,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.22772153983271565,0.6233053227314675,1.0,0.6748559604131686,2.525882822977352,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.21545958707597446,0.6909814902942751,1.0,1.0,2.90644107737025,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,0.23446750833213667,0.7220802993725596,1.0,0.7422468108683232,2.6987946185730194,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.22854531166564013,0.7299661820585618,1.0,0.6923874612554473,2.650898954979649,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.2273491395102607,0.6889603035099736,1.0,0.6942225964373989,2.6105320394576332,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.22533002499045474,0.6509279261772544,1.0,0.7297882248461471,2.606046176013856,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.21779087334064529,0.7269036076705039,1.0,0.6572685278281614,2.6019630088393106,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.2205343359295125,0.7071926635428419,1.0,0.5927601798464912,2.5204871793188457,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.2096107163782693,0.7323732942432193,1.0,0.822997405896148,2.764981416517637,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.2384897223276489,0.6381279598453383,1.0,0.6113299431516098,2.487947625324597,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.22858479234989929,0.6402195723930906,1.0,0.612666644833513,2.481471009576503,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.22567452428355378,0.6670540128044867,1.0,0.6052387846125395,2.49796732170058,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.22191753233591568,0.7022890823532575,1.0,0.631110726035825,2.555317340724998,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.23540498323223302,0.5839364893247045,1.0,0.6831988965593945,2.502540369116332,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.23212175550473005,0.5499000958031782,1.0,0.6193787294369512,2.4014005807448595,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.22254991377798952,0.6487322708524386,1.0,0.6229739699971006,2.4942561546275286,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.22832490431528424,0.6550261190370885,1.0,0.5715881887862431,2.4549392121386155,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.10753001667693428,0.8963388143921152,1.0,0.694939260892259,2.6988080919613084,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.15083154211439723,0.6125236200168046,1.0,0.6799505502393564,2.443305712370558,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,1.0,0.6033131259305821,1.0,0.0687021022872101,2.6720152282177922,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.9869123420256548,0.7097103176872279,1.0,0.053178707859746516,2.749801367572629,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.9998064076869008,0.631542238794429,1.0,0.06293949053193358,2.694288137013263,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.9835294966766461,0.752931449036847,1.0,0.0,2.736460945713493,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.9819556083213776,0.5818028497758932,1.0,0.0469576449529779,2.610716103050249,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.9806445120286571,0.5665690544451345,1.0,0.06308743044252127,2.6103009969163127,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.9269110152035981,0.5053414436818952,1.0,0.06481014463943911,2.4970626035249324,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.9668321045549509,0.6839341485864839,1.0,0.05054505230862324,2.701311305450058,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.9509907160406028,0.7212817084919821,1.0,0.016173137844294267,2.6884455623768795,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.9256947802986175,0.6817098808351135,1.0,0.05084960260074889,2.65825426373448,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.9025573679788331,0.6840235808099907,1.0,0.045050683248368514,2.6316316320371924,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.980063703682928,1.0,1.0,0.03827850353182827,3.018342207214756,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.9806445120286571,0.5665690544451345,1.0,0.06308743044252127,2.6103009969163127,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.9819556083213776,0.5818028497758932,1.0,0.0469576449529779,2.610716103050249,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.953901732123207,0.5496788821573708,1.0,0.060072274169589365,2.563652888450167,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.937638769564464,0.546531116689804,1.0,0.05889796726027165,2.5430678535145397,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.9707637485758622,0.7669852387170106,1.0,0.07862274676754138,2.8163717340604144,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.9046255611136249,0.6691094754223169,1.0,0.09420249925618164,2.667937535792124,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.9106347646924902,0.72687854246547,1.0,0.07721271142926547,2.7147260185872257,Countries of Latin America and the Caribbean
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.8873120676566953,0.7101870957928542,1.0,0.07904380651306038,2.6765429699626098,Countries of Latin America and the Caribbean
