model,scenario,final_energy_demand,energy_diversity,gini_coefficient,electricity_price,resilience_score,Region
IMAGE 3.2,SSP1_SPA1_19I_D,0.1488336943709178,0.2779913267284405,0.6102275508720582,0.49255822212978223,1.5296107941011987,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.1373127674793876,0.2963498340671244,0.6102275508720582,0.5666650988644079,1.6105552512829782,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LI,0.12857529393739406,0.27189045453091853,0.6102275508720582,0.49900176559087794,1.5096950649312486,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.19468226937789995,0.22978105965202067,0.6102275508720582,0.512677351907146,1.5473682318091249,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.18363489657813745,0.34475040389721656,0.6102275508720582,0.537173380956449,1.6757862323038613,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_RE,0.1506132656268152,0.32849563442215135,0.6102275508720582,0.5652622596857295,1.6545987106067543,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.13833180348249066,0.3811754836296542,0.6102275508720582,0.5946206017026516,1.7243554396868546,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.20996446746339134,0.20391788117611853,0.6672872691252503,0.5088681057423414,1.5900377235071017,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.1844835744967001,0.3230285008837598,0.6672872691252503,0.532984446040584,1.7077837905462943,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.20923778818899175,0.33462831681052374,0.6672872691252503,0.5337327437692099,1.7448861178939756,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_D,0.21930617578760744,0.21270851064320379,0.6672872691252503,0.5094929792867251,1.6087949348427866,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_LI,0.19648436184033963,0.21072314339869608,0.6672872691252503,0.5286786701044376,1.6031734444687236,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.22716801336218972,0.26265114393931316,0.6672872691252503,0.5283796714383258,1.685486097865079,Countries of Latin America and the Caribbean
IMAGE 3.2,SSP2_SPA2_19I_RE,0.21790530343137868,0.3126027992857835,0.6672872691252503,0.552638165747818,1.7504335375902307,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.20038057687549873,0.6392529227295319,0.6672872691252503,0.5668967417306772,2.073817510460958,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.20312101005214922,0.6052329897722973,0.6672872691252503,0.5706771012196298,2.0463183701693266,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.20476771759835394,0.5873972688974283,0.6672872691252503,0.5834774729754078,2.04292972859644,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.20548732802728717,0.6179357983778118,0.6672872691252503,0.5614476934897221,2.0521580890200717,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.20779618965672472,0.5734163599185335,0.6672872691252503,0.5570618068842336,2.005561625584742,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.2053351252436659,0.588419463690109,0.6672872691252503,0.5809406558530693,2.0419825139120946,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.19839815948332942,0.7082284595095694,0.6672872691252503,0.5902045343950478,2.1641184225131966,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.201085086196088,0.6836615449426455,0.6672872691252503,0.580483569635946,2.1325174698999296,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.2051085452981141,0.6462894850312781,0.6672872691252503,0.5686803493097082,2.087365648764351,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.20569211246188795,0.6181281712128529,0.6672872691252503,0.6122968292876282,2.103404382087619,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.20715883397940557,0.6295418579518174,0.6672872691252503,0.5619449498042076,2.0659329108606808,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.2091263655533053,0.6024522746475597,0.6672872691252503,0.6330768712443124,2.111942780570428,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.2084636924734548,0.6216331962844291,0.6672872691252503,0.5567993630407709,2.054183520923905,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.21206153168587027,0.5292621425614792,0.6672872691252503,0.5815385408762221,1.9901494842488219,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.2131216765711112,0.5262778485976977,0.6672872691252503,0.5575820498831009,1.9642688441771599,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.20856917024970847,0.5612784917418326,0.6672872691252503,0.6521964147111791,2.0893313458279703,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,0.2156262584143836,0.5773621199665906,0.6672872691252503,0.5771922586974491,2.0374679062036734,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.2134275190866698,0.5814405271180169,0.6672872691252503,0.5626835790969931,2.0248388944269298,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.21298341516563185,0.5602331778608519,0.6672872691252503,0.5632175890386627,2.0037214511903967,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.21223377668655685,0.5405636588132463,0.6672872691252503,0.5735669079001777,1.9936516125252313,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.20943470901563452,0.5798566301995145,0.6672872691252503,0.5524642449708485,2.009042853311248,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.21045327685928272,0.5696625582493554,0.6672872691252503,0.5336928217636134,1.9810959259975018,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.20639765472093338,0.5826854332292399,0.6672872691252503,0.6006900483778491,2.0570604054532726,Countries of Latin America and the Caribbean
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.21711958945258525,0.5339437943916305,0.6672872691252503,0.5390964772092252,1.957447130178691,Countries of Latin America and the Caribbean
